Rebalance Date,Next Date,Top Stocks,Gross Return %,Net Return %,Portfolio Value
2021-05-31,2021-06-30,"['TTML.NS', 'ANANTRAJ.NS', 'OLECTRA.NS', 'ALKYLAMINE.NS', 'PERSISTENT.NS', 'KIRLOSENG.NS', 'RPOWER.NS', 'TATAELXSI.NS', 'PRAJIND.NS', 'INDIANB.NS', 'ADANIENT.NS', 'TRIVENI.NS', 'KIRLOSBROS.NS', 'MMTC.NS', 'NMDC.NS', 'RTNINDIA.NS', 'CDSL.NS', 'CENTURYPLY.NS', 'ATGL.NS', 'HFCL.NS', 'POONAWALLA.NS', 'NEULANDLAB.NS', 'HEG.NS', 'MASTEK.NS', 'DEEPAKNTR.NS', 'USHAMART.NS', 'GRAVITA.NS', 'VEDL.NS', 'GRAPHITE.NS', 'MAHABANK.NS', 'ADANIPOWER.NS', 'SCI.NS', 'SAIL.NS', 'KPITTECH.NS', 'TRIDENT.NS', 'FACT.NS', 'DEEPAKFERT.NS', 'REDINGTON.NS', 'CGPOWER.NS', 'TARIL.NS', 'GPIL.NS', 'ELECON.NS', 'JSWSTEEL.NS', 'PGEL.NS', 'HINDCOPPER.NS', 'BHEL.NS', 'INTELLECT.NS', 'IIFL.NS', 'SAREGAMA.NS', 'POLYMED.NS']",14.94,14.87,2577659.51
2021-06-30,2021-07-31,"['TTML.NS', 'SARDAEN.NS', 'FLUOROCHEM.NS', 'DCMSHRIRAM.NS', 'ANANTRAJ.NS', 'ALKYLAMINE.NS', 'PERSISTENT.NS', 'KIRLOSENG.NS', 'RPOWER.NS', 'ECLERX.NS', 'TATAELXSI.NS', 'BALRAMCHIN.NS', 'PRAJIND.NS', 'POLYCAB.NS', 'ADANIENT.NS', 'TRIVENI.NS', 'KIRLOSBROS.NS', 'RENUKA.NS', 'MMTC.NS', 'RTNINDIA.NS', 'ATGL.NS', 'LAURUSLABS.NS', 'HFCL.NS', 'NEULANDLAB.NS', 'INTELLECT.NS', 'CENTRALBK.NS', 'HEG.NS', 'MASTEK.NS', 'DEEPAKNTR.NS', 'PNBHOUSING.NS', 'FSL.NS', 'GRAPHITE.NS', 'MAHABANK.NS', 'ADANIPOWER.NS', 'SONATSOFTW.NS', 'NATIONALUM.NS', 'FACT.NS', 'DEEPAKFERT.NS', 'REDINGTON.NS', 'JSWENERGY.NS', 'IOB.NS', 'GPIL.NS', 'ELECON.NS', 'PGEL.NS', 'NEWGEN.NS', 'HINDCOPPER.NS', 'POONAWALLA.NS', 'IIFL.NS', 'SAREGAMA.NS', 'POLYMED.NS']",5.44,5.37,2716138.12
2021-07-31,2021-08-31,"['TTML.NS', 'SARDAEN.NS', 'FLUOROCHEM.NS', 'DCMSHRIRAM.NS', 'OLECTRA.NS', 'ALKYLAMINE.NS', 'IIFL.NS', 'PERSISTENT.NS', 'RPOWER.NS', 'KIRLOSENG.NS', 'ECLERX.NS', 'BALRAMCHIN.NS', 'PRAJIND.NS', 'ADANIENT.NS', 'TRIVENI.NS', 'RENUKA.NS', 'KIRLOSBROS.NS', 'RTNINDIA.NS', 'TATASTEEL.NS', 'CDSL.NS', 'ATGL.NS', 'HFCL.NS', 'INTELLECT.NS', 'HEG.NS', 'MASTEK.NS', 'DEEPAKNTR.NS', 'USHAMART.NS', 'GRAVITA.NS', 'GRAPHITE.NS', 'INOXWIND.NS', 'SAIL.NS', 'NATIONALUM.NS', 'DEEPAKFERT.NS', 'REDINGTON.NS', 'KPRMILL.NS', 'JSWENERGY.NS', 'TARIL.NS', 'IOB.NS', 'GPIL.NS', 'ELECON.NS', 'JSWSTEEL.NS', 'PGEL.NS', 'HINDCOPPER.NS', 'NEWGEN.NS', 'POONAWALLA.NS', 'NAVA.NS', 'SAREGAMA.NS', 'FSL.NS', 'COFORGE.NS', 'BSE.NS']",-4.75,-4.8,2585666.93
2021-08-31,2021-09-30,"['TTML.NS', 'SARDAEN.NS', 'FLUOROCHEM.NS', 'CCL.NS', 'DCMSHRIRAM.NS', 'ALKYLAMINE.NS', 'PERSISTENT.NS', 'RPOWER.NS', 'ECLERX.NS', 'BALRAMCHIN.NS', 'TATAELXSI.NS', 'PRAJIND.NS', 'ADANIENT.NS', 'BSOFT.NS', 'BAJAJFINSV.NS', 'TRIVENI.NS', 'WELSPUNLIV.NS', 'KIRLOSBROS.NS', 'RENUKA.NS', 'RTNINDIA.NS', 'TATASTEEL.NS', 'CDSL.NS', 'TITAGARH.NS', 'ATGL.NS', 'LAURUSLABS.NS', 'HFCL.NS', 'MASTEK.NS', 'USHAMART.NS', 'LALPATHLAB.NS', 'TEJASNET.NS', 'GRAVITA.NS', 'FORTIS.NS', 'ADANIPOWER.NS', 'BASF.NS', 'SONATSOFTW.NS', 'KPITTECH.NS', 'JSL.NS', 'SRF.NS', 'DEEPAKFERT.NS', 'KPRMILL.NS', 'JSWENERGY.NS', 'BLS.NS', 'GPIL.NS', 'ELECON.NS', 'NEWGEN.NS', 'RKFORGE.NS', 'SAREGAMA.NS', 'FSL.NS', 'COFORGE.NS', 'BSE.NS']",6.35,6.27,2747898.56
2021-09-30,2021-10-31,"['TTML.NS', 'FLUOROCHEM.NS', 'DCMSHRIRAM.NS', 'OLECTRA.NS', 'PERSISTENT.NS', 'ZENTEC.NS', 'RPOWER.NS', 'ABREL.NS', 'ECLERX.NS', 'TATAELXSI.NS', 'PRAJIND.NS', 'OIL.NS', 'BAJAJFINSV.NS', 'TRIVENI.NS', 'CAPLIPOINT.NS', 'WELSPUNLIV.NS', 'SOBHA.NS', 'RENUKA.NS', 'KEI.NS', 'RTNINDIA.NS', 'TITAGARH.NS', 'CDSL.NS', 'HFCL.NS', 'MPHASIS.NS', 'MASTEK.NS', 'IEX.NS', 'USHAMART.NS', 'TEJASNET.NS', 'RKFORGE.NS', 'GRAVITA.NS', 'IRB.NS', 'KPITTECH.NS', 'JSL.NS', 'TRIDENT.NS', 'SRF.NS', 'DEEPAKFERT.NS', 'LTTS.NS', 'KPRMILL.NS', 'CGPOWER.NS', 'JSWENERGY.NS', 'BLS.NS', 'GPIL.NS', 'ELECON.NS', 'NEWGEN.NS', 'IRCTC.NS', 'NAVA.NS', 'SAREGAMA.NS', 'JWL.NS', 'COFORGE.NS', 'BSE.NS']",2.03,1.97,2801911.63
2021-10-31,2021-11-30,"['TTML.NS', 'RADICO.NS', 'FLUOROCHEM.NS', 'OLECTRA.NS', 'PERSISTENT.NS', 'ZENTEC.NS', 'SOLARINDS.NS', 'RPOWER.NS', 'NETWORK18.NS', 'ECLERX.NS', 'ZENSARTECH.NS', 'DBREALTY.NS', 'OIL.NS', 'WELSPUNLIV.NS', 'RENUKA.NS', 'KEI.NS', 'INDHOTEL.NS', 'RTNINDIA.NS', 'TITAGARH.NS', 'CDSL.NS', 'HFCL.NS', 'MPHASIS.NS', 'GMRAIRPORT.NS', 'TRITURBINE.NS', 'IEX.NS', 'USHAMART.NS', 'TEJASNET.NS', 'RKFORGE.NS', 'TATAPOWER.NS', 'GRAVITA.NS', 'FSL.NS', 'MAHSEAMLES.NS', 'IRB.NS', 'JSL.NS', 'CHAMBLFERT.NS', 'TRIDENT.NS', 'BRIGADE.NS', 'LTTS.NS', 'CGPOWER.NS', 'JSWENERGY.NS', 'BLS.NS', 'J&KBANK.NS', 'ELECON.NS', 'LTIM.NS', 'NEWGEN.NS', 'IRCTC.NS', 'SAREGAMA.NS', 'JWL.NS', 'COFORGE.NS', 'BSE.NS']",3.35,3.29,2894052.49
2021-11-30,2021-12-31,"['TTML.NS', 'RADICO.NS', 'TANLA.NS', 'FLUOROCHEM.NS', 'OLECTRA.NS', 'PERSISTENT.NS', 'ZENTEC.NS', 'SOLARINDS.NS', 'NETWORK18.NS', 'ECLERX.NS', 'TATAELXSI.NS', 'DBREALTY.NS', 'ESCORTS.NS', 'OIL.NS', 'APOLLOHOSP.NS', 'SOBHA.NS', 'RENUKA.NS', 'KEI.NS', 'RTNINDIA.NS', 'HFCL.NS', 'CRISIL.NS', 'TRITURBINE.NS', 'IEX.NS', 'USHAMART.NS', 'SWSOLAR.NS', 'TEJASNET.NS', 'TATAPOWER.NS', 'GRAVITA.NS', 'SKFINDIA.NS', 'MAHSEAMLES.NS', 'IRB.NS', 'INOXWIND.NS', 'VTL.NS', 'KPITTECH.NS', 'JSL.NS', 'JBMA.NS', 'TRIDENT.NS', 'BRIGADE.NS', 'LTTS.NS', 'KPRMILL.NS', 'CGPOWER.NS', 'JSWENERGY.NS', 'BLS.NS', 'ELECON.NS', 'LTIM.NS', 'RAYMOND.NS', 'IRCTC.NS', 'SAREGAMA.NS', 'JWL.NS', 'BSE.NS']",10.65,10.6,3200719.71
2021-12-31,2022-01-31,"['TTML.NS', 'TECHM.NS', 'RADICO.NS', 'UNOMINDA.NS', 'TANLA.NS', 'FLUOROCHEM.NS', 'OLECTRA.NS', 'PERSISTENT.NS', 'ZENTEC.NS', 'SOLARINDS.NS', 'NETWORK18.NS', 'ZENSARTECH.NS', 'DBREALTY.NS', 'ESCORTS.NS', 'SOBHA.NS', 'BAJAJHLDNG.NS', 'KEI.NS', 'CDSL.NS', 'ATGL.NS', 'MPHASIS.NS', 'TRITURBINE.NS', 'IEX.NS', 'PRESTIGE.NS', 'CARBORUNIV.NS', 'USHAMART.NS', 'LINDEINDIA.NS', 'TEJASNET.NS', 'TATAPOWER.NS', 'GRAVITA.NS', 'APARINDS.NS', 'MAHSEAMLES.NS', 'VTL.NS', 'KPITTECH.NS', 'JSL.NS', 'JBMA.NS', 'TRIDENT.NS', 'SRF.NS', 'BRIGADE.NS', 'LTTS.NS', 'KPRMILL.NS', 'CGPOWER.NS', 'JSWENERGY.NS', 'PGEL.NS', 'LTIM.NS', 'SCHAEFFLER.NS', 'IDEA.NS', 'ZEEL.NS', 'IRCTC.NS', 'SAREGAMA.NS', 'BSE.NS']",-1.19,-1.25,3160626.95
2022-01-31,2022-02-28,"['TTML.NS', 'ZEEL.NS', 'UNOMINDA.NS', 'TANLA.NS', 'FLUOROCHEM.NS', 'OLECTRA.NS', 'ZENTEC.NS', 'TIINDIA.NS', 'NETWORK18.NS', 'TATAELXSI.NS', 'DBREALTY.NS', 'ESCORTS.NS', 'OIL.NS', 'ADANIGREEN.NS', 'TRIVENI.NS', 'ONGC.NS', 'ELGIEQUIP.NS', 'KEI.NS', 'INDHOTEL.NS', 'ATGL.NS', 'POONAWALLA.NS', 'GMRAIRPORT.NS', 'TRITURBINE.NS', 'CANBK.NS', 'IEX.NS', 'GMDCLTD.NS', 'SUZLON.NS', 'TEJASNET.NS', 'LINDEINDIA.NS', 'TATAPOWER.NS', 'GRAVITA.NS', 'AFFLE.NS', 'MAHSEAMLES.NS', 'IRB.NS', 'JPPOWER.NS', 'KPITTECH.NS', 'JBMA.NS', 'TRIDENT.NS', 'BRIGADE.NS', 'KPRMILL.NS', 'CGPOWER.NS', 'BLS.NS', 'CHALET.NS', 'PGEL.NS', 'TATAMOTORS.NS', 'RAYMOND.NS', 'IRCTC.NS', 'ASAHIINDIA.NS', 'THERMAX.NS', 'BSE.NS']",-8.72,-8.81,2882227.66
2022-02-28,2022-03-31,"['TTML.NS', 'ZEEL.NS', 'TANLA.NS', 'FLUOROCHEM.NS', 'OLECTRA.NS', 'ZENTEC.NS', 'NETWORK18.NS', 'GNFC.NS', 'TATAELXSI.NS', 'DBREALTY.NS', 'ESCORTS.NS', 'ADANIGREEN.NS', 'TRIVENI.NS', 'ELGIEQUIP.NS', 'ONGC.NS', 'INDHOTEL.NS', 'CENTURYPLY.NS', 'POONAWALLA.NS', 'TITAN.NS', 'BANKBARODA.NS', 'MINDACORP.NS', 'GMRAIRPORT.NS', 'CANBK.NS', 'TRITURBINE.NS', 'GMDCLTD.NS', 'SUZLON.NS', 'TATAPOWER.NS', 'GRAVITA.NS', 'BLUESTARCO.NS', 'VEDL.NS', 'MAHSEAMLES.NS', 'JPPOWER.NS', 'VTL.NS', 'KPITTECH.NS', 'JBMA.NS', 'TRIDENT.NS', 'NATIONALUM.NS', 'DEEPAKFERT.NS', 'BRIGADE.NS', 'KPRMILL.NS', 'CGPOWER.NS', 'PAGEIND.NS', 'RHIM.NS', 'CHALET.NS', 'PGEL.NS', 'IDEA.NS', 'TATAMOTORS.NS', 'RAYMOND.NS', 'IRCTC.NS', 'BSE.NS']",8.82,8.77,3134890.31
